id_orgao,orgao,link
206920,PONTO CHIQUE - MG,
206930,GOV. JORGE TEIXEIRA - RO,
206940,PONTO DOS VOLANTES - MG,
206950,MINISTRO ANDREAZZA - RO,
206960,REDUTO - MG,
206970,"MIRANTE DA SERRA
- RO",
206980,ROSARIO DA LIMEIRA - MG,
206990,SERINGUEIRAS - RO,
207000,SANTA BARBARA DO MONTE VERDE - MG,
207010,AFONSO CUNHA - MA,
207020,SANTA CRUZ DE MINAS - MG,
207030,ALCANTARA - MA,
207040,SANTA CRUZ DE SALINAS - MG,
207050,ALDIAS ALTAS - MA,
207060,SANTA HELENA DE MINAS - MG,
207070,ALTAMIRA DO MARANHAO - MA,
207080,SANTO ANTONIO DO RETIRO - MG,
207090,ALTO PARNAIBA - MA,
207100,SÃO DOMINGOS DAS DORES - MG,
207110,AMARANTE DO MARANHAO - MA,
207120,"SÃO FELIX DE MINAS
- MG",
207130,ANAJATUBA - MA,
207140,SÃO GERALDO DO BAIXIO - MG,
207150,ANAPURUS - MA,
207160,SÃO JOAO DA LAGOA - MG,
207170,ARAIOSES - MA,
207180,SÃO JOAO DAS MISSOES - MG,
207190,ARARI - MA,
207200,"SÃO JOAO DO PACUI
- MG",
207210,AXIXA - MA,
207220,SÃO JOAQUIM DE BICAS - MG,
207230,BACABAL - MA,
207240,"SÃO JOSE DA BARRA
- MG",
207250,BACURI - MA,
207260,SÃO SEBASTIAO DA VIRGEM ALEGRE - MG,
207270,BALSAS - MA,
207280,SÃO SEBASTIAO DO ANTA - MG,
207290,BARAO DE GRAJAU - MA,
207300,SARZEDO - MG,
207310,BARRA DO CORDA - MA,
207320,SETUBINHA - MG,
207330,BARREIRINHAS - MA,
207340,SEM-PEIXE - MG,
207350,BENEDITO LEITE - MA,
207360,SERRANOPOLIS DE MINAS - MG,
207370,BEQUIMAO - MA,
207380,TAPARUBA - MG,
207390,BREJO - MA,
207400,TOCOS DO MOJI - MG,
207410,BURITI - MA,
207420,UNIAO DE MINAS - MG,
207430,BURITI BRAVO - MA,
207440,URUANA DE MINAS - MG,
207450,CAJAPIO - MA,
207460,VARGEM ALEGRE - MG,
207470,CAJARI - MA,
207480,VARGEM GRANDE DO RIO PARDO - MG,
207490,CANDIDO MENDES - MA,
207500,VARJAO DE MINAS - MG,
207510,CANTANHEDE - MA,
207520,VERDELANDIA - MG,
207530,CAROLINA - MA,
207540,VERDINHA - MG,
207550,CARUTAPERA - MA,
207560,VERMELHO NOVO - MG,
207570,CAXIAS - MA,
207580,BREJETUBA - ES,
207590,CEDRAL - MA,
207600,MARATAIZES - ES,
207610,CHAPADINHA - MA,
207620,PONTO BELO - ES,
207630,CODO - MA,
207640,SÃO ROQUE DO CANAA - ES,
207650,COELHO NETO - MA,
207660,SOORETAMA - ES,
207670,COLINAS - MA,
207680,VILA VALERIO - ES,
207690,COROATA - MA,
207700,ARMAÇAO DE BUZIOS - RJ,
207710,CURURUPU - MA,
207720,CARAPEBUS - RJ,
207730,DOM PEDRO - MA,
207740,IGUABA GRANDE - RJ,
207750,DUQUE BACELAR - MA,
207760,MACUCO - RJ,
207770,ESPERANTINOPOLIS - MA,
207780,PINHEIRAL - RJ,
207790,FORTALEZA DOS NOGUEIRAS - MA,
207800,PORTO REAL - RJ,
207810,FORTUNA - MA,
207820,SÃO FRANCISCO DE ITABABUANA - RJ,
207830,GODOFREDO VIANA - MA,
207840,SÃO JOSE DE UBA - RJ,
207850,GONCALVES DIAS - MA,
207860,SEROPEDICA - RJ,
207870,GOVERNADOR ARCHER - MA,
207880,TANGUA - RJ,
207890,GOV. EUGENIO BARROS - MA,
207900,ARCO-IRIS - RJ,
207910,GRACA ARANHA - MA,
207920,BREJO ALEGRE - SP,
207930,GRAJAU - MA,
207940,CANAS - SP,
207950,GUIMARAES - MA,
207960,FERNAO - SP,
207970,HUMBERTO DE CAMPOS - MA,
207980,GAVIAO PEIXOTO - SP,
207990,ICATU - MA,
208000,IPIGUA - SP,
208010,IGARAPE GRANDE - MA,
208020,JUMIRIM - SP,
208030,IMPERATRIZ - MA,
208040,NANTES - SP,
208050,SÃO LUIS GONZAGA DO MARANHAO - MA,
208060,NOVA CASTILHO - SP,
208070,ITAPECURU MIRIM - MA,
208080,OUROESTE - SP,
208090,JOAO LISBOA - MA,
208100,PAULISTANIA - SP,
208110,JOSELANDIA - MA,
208120,PRACINHA - SP,
208130,LAGO DA PEDRA - MA,
208140,PRATANIA - SP,
208150,LAGO DO JUNCO - MA,
208160,QUADRA - SP,
208170,LAGO VERDE - MA,
208180,RIBEIRAO DOS INDIOS - SP,
208190,LIMA CAMPOS - MA,
208200,SANTA CRUZ DA ESPERANÇA - SP,
208210,LORETO - MA,
208220,SANTA SALETE - SP,
208230,LUIS DOMINGUES - MA,
208240,TAQUARAL - SP,
208250,MAGALHAES DE ALMEIDA - MA,
208260,TRABIJU - SP,
208270,MATA ROMA - MA,
208280,VITORIA BRASIL - SP,
208290,MATINHA - MA,
208300,ARAPUA - PR,
208310,MATOES - MA,
208320,ARIRANHA DO IVAI - PR,
208330,MIRADOR - MA,
208340,BELA VISTA DO CAROBA - PR,
208350,MIRINZAL - MA,
208360,BOA VENTURA DE SÃO ROQUE - PR,
208370,MONCAO - MA,
208380,BOM JESUS DO SUL - PR,
208390,MONTES ALTOS - MA,
208400,"CAMPINA DO SIMAO
- PR",
208410,MORROS - MA,
208420,CAMPO MAGRO - PR,
208430,NINA RODRIGUES -,
208430,NINA RODRIGUES - MA,
208440,CARAMBEI - PR,
208450,NOVA IORQUE - MA,
208460,CORONEL DOMINGOS SOARES - PR,
208470,OLHO D'AGUA DAS CUNHAS - MA,
208480,CRUZMALTINA - PR,
208490,PACO DO LUMIAR - MA,
208500,ESPERANÇA NOVA - PR,
208510,PALMEIRANDIA - MA,
208520,ESPIGAO ALTO DO IGUAÇU - PR,
208530,PARAIBANO - MA,
208540,FERNANDES PINHEIRO - PR,
208550,PARNARAMA - MA,
208560,FOZ DO JORDAO - PR,
208570,PASSAGEM FRANCA - MA,
208580,GOIOXIM - PR,
208590,PASTOS BONS - MA,
208600,GUAMIRANGA -PR,
208610,PEDREIRAS - MA,
208620,IMBAU - PR,
208630,PENALVA - MA,
208640,MANFRINOPOLIS - PR,
208650,PERI MIRIM - MA,
208660,MARQUINHO - PR,
208670,PINDARE MIRIM - MA,
208680,PEROBAL - PR,
208690,PINHEIRO - MA,
208700,"PONTAL DO PARANA
- PR",
208710,PIO XII - MA,
208720,PORTO BARREIRO - PR,
208730,PIRAPEMAS - MA,
208740,PRADO FERREIRA - PR,
208750,POCAO DE PEDRAS - MA,
208760,QUARTO CENTENÁRIO - PR,
208770,PORTO FRANCO - MA,
208780,RESERVA DO IGUAÇU - PR,
208790,"PRESIDENTE DUTRA
- MA",
208800,"RIO BRANCO DO IVAI
- PR",
208810,PRESIDENTE JUSCELINO - MA,
208820,SERRANOPOLIS DO IGUAÇU - PR,
208830,PRESIDENTE VARGAS - MA,
208840,TAMARANA - PR,
208850,PRIMEIRA CRUZ - MA,
208860,ALTO BELA VISTA - SC,
208870,RIACHAO - MA,
208880,BALNEARIO ARROIO DO SILVA - SC,
208890,SAO JOSE DE RIBAMAR - MA,
208900,BALNEARIO GAIVOTA - SC,
208910,ROSARIO - MA,
208920,BANDEIRANTE - SC,
208930,SAMBAIBA - MA,
208940,BARRA BONITA - SC,
208950,SANTA HELENA - MA,
208960,BELA VISTA DO TOLDO - SC,
208970,SANTA LUZIA - MA,
208980,BOCAINA DO SUL - SC,
208990,SANTA QUITERIA DO MARANHAO - MA,
209000,BOM JESUS - SC,
209010,SANTA RITA - MA,
209020,BOM JESUS DO OESTE - SC,
209030,SANTO ANTONIO DOS LOPES - MA,
209040,BRUNOPOLIS - SC,
209050,S. BENEDITO DO RIO PRETO - MA,
209060,CAPAO ALTO - SC,
209070,SAO BENTO - MA,
209080,CHAPADA DO LAGEADO - SC,
209090,SAO BERNARDO - MA,
209100,CUNHATAI - SC,
209110,SÃO DOMINGOS DO,
209110,SÃO DOMINGOS DOMARANHAO - MA,
209120,ENTRE RIOS - SC,
209130,SAO FELIX DE BALSAS - MA,
209140,ERMO - SC,
209150,SÃO FRANCISCO DO MARANHAO - MA,
209160,FLOR DO SERTAO -SC,
209170,SAO JOAO BATISTA - MA,
209180,FREI ROGERIO - SC,
209190,SAO JOAO DOS PATOS - MA,
209200,IBIAM - SC,
209210,SAO LUIS - MA,
209220,IOMERE - SC,
209230,S. MATEUS DO MARANHAO - MA,
209240,JUPIA - SC,
209250,SÃO RAIMUNDO DAS MANGABEIRAS - MA,
209260,LUZERNA - SC,
209270,SAO VICENTE FERRER - MA,
209280,PAIAL - SC,
209290,SITIO NOVO - MA,
209300,PAINEL - SC,
209310,"SUCUPIRA DO NORTE
- MA",
209320,PALMEIRA - SC,
209330,TASSO FRAGOSO - MA,
209340,PRINCESA - SC,
209350,TIMBIRAS - MA,
209360,SALTINHO - SC,
209370,TIMON - MA,
209380,SANTA TEREZINHA DO PROGRESSO - SC,
209390,TUNTUM - MA,
209400,SANTIAGO DO SUL - SC,
209410,TURIACU - MA,
209420,SÃO BERNARDINO - SC,
209430,TUTOIA - MA,
209440,SÃO PEDRO DE ALCANTARA – SC,
209450,URBANO SANTOS - MA,
209460,TIGRINHOS – SC,
209470,VARGEM GRANDE - MA,
209480,TREVISO - SC,
209490,VIANA - MA,
209500,ZORTEA - SC,
209510,"VITORIA DO MEARIM
- MA",
209520,ARARICA - RS,
209530,VITORINO FREIRE - MA,
209540,"BALNEARIO PINHAL
- RS",
209550,BOM JARDIM - MA,
209560,BARRA DO QUARAI - RS,
209570,SANTA INES - MA,
209580,BEIJAMIN CONSTANT DO SUL - RS,
209590,PAULO RAMOS - MA,
209600,BOA VISTA DO SUL - RS,
209610,ACAILANDIA - MA,
209620,CAPIVARI DO SUL - RS,
209630,ESTREITO - MA,
209640,CARAA - RS,
209650,CAREIRO DA VARZEA - AM,
209660,CERRITO - RS,
209670,GUAJARA - AM,
209680,CHUI - RS,
209690,APUI - AM,
209700,CHUVISCA - RS,
209710,TEOTONIO VILELA - AL,
209720,CRISTAL DO SUL - RS,
209730,FORQUILHINHA - SC,
209740,DILERMANDO DE AGUIAR - RS,
209750,THEOBROMA - RO,
209760,DOM PEDRO DE ALCANTARA - RS,
209770,URUPA - RO,
209780,DOUTOR RICARDO - RS,
209790,VALE DO PARAISO - RO,
209800,ESPERANÇA DO SUL,
209800,ESPERANÇA DO SUL - RS,
209810,CORUMBIARA - RO,
209820,ESTRELA VELHA - RS,
209830,CATUNDA - CE,
209840,"FAZENDA VILANOVA
- RS",
209850,JIJOCA DE JERICOACOARA - CE,
209860,FLORIANO PEIXOTO - RS,
209870,FORTIM - CE,
209880,HERVEIRAS - RS,
209890,ARARENDA - CE,
209900,ITAARA - RS,
209910,ITAITINGA - CE,
209920,JARI - RS,
209930,CHORO - CE,
209940,MACAMBARA - RS,
209950,COIVARAS - PI,
209960,MAMPITUBA - RS,
209970,"JARDIM DO MULATO
- PI",
209980,"MARQUES DE SOUZA
- RS",
209990,LAGOA ALEGRE - PI,
210000,MONTE ALEGRE DOS CAMPOS - RS,
210010,AGRICOLANDIA - PI,
210020,MUITOS CAPOES - RS,
210030,AGUA BRANCA - PI,
210040,NOVA CANELARIA - RS,
210050,ALTO LONGA - PI,
210060,NOVA RAMADA - RS,
210070,ALTOS - PI,
210080,NOVO CABRAIS - RS,
210090,AMARANTE - PI,
210100,PASSA SETE - RS,
210110,ANGICAL DO PIAUI - PI,
210120,SENADOR SALGADO FILHO - RS,
210130,ANISIO DE ABREU - PI,
210140,SETE DE SETEMBRO - RS,
210150,ANTONIO ALMEIDA - PI,
210160,TAMBAI - RS,
210170,AROAZES - PI,
210180,TOROPI - RS,
210190,ARRAIAL - PI,
210200,TURUCU - RS,
210210,AVELINO LOPES - PI,
210220,UBIRETAMA - RS,
210230,BARRAS - PI,
210240,UNISTALDA - RS,
210250,"BARREIRAS DO PIAUI
- PI",
210260,VALE VERDE - RS,
210270,BARRO DURO - PI,
210280,VESPASIANO CORREA - RS,
210290,BATALHA - PI,
210300,VILANGARO - RS,
210310,BENEDITINOS - PI,
210320,CAMPOS DE JULHO - MT,
210330,BERTOLINIA - PI,
210340,CARLINDA - MT,
210350,BOCAINA - PI,
210360,FELIZ NATAL - MT,
210370,BOM JESUS - PI,
210380,GAUCHA DO NORTE - MT,
210390,BURITI DOS LOPES - PI,
210400,NOVA LACERDA - MT,
210410,"CAMPINAS DO PIAUI
- PI",
210420,NOVA UBIRATA - MT,
210430,CAMPO MAIOR - PI,
210440,NOVO MUNDO - MT,
210450,CANTO DO BURITI - PI,
210460,SAPEZAL - MT,
210470,CAPITAO DE CAMPOS - PI,
210480,UNIAO DO SUL - MT,
210490,CARACOL - PI,
210500,ABADIA DE GOIAS - GO,
210510,CASTELO DO PIAUI - PI,
210520,AGUAS LINDAS DE GOIAS - GO,
210530,COCAL - PI,
210540,AMARALINA - GO,
210550,CONCEICAO DO CANINDE - PI,
210560,GONOPOLIS - GO,
210570,CORRENTE - PI,
210580,NOVO GAMA - GO,
210590,CRISTALANDIA DO PIAUI - PI,
210600,PORTEIRAO - GO,
210610,CRISTINO CASTRO - PI,
210620,SANTA RITA DO NOVO DESTINO - GO,
210630,CURIMATA - PI,
210640,SÃO PATRICIO - GO,
210650,DEMERVAL LOBAO - PI,
210660,VALPARAIZO - GO,
210670,DOM EXPEDITO LOPES - PI,
210680,VILA PROPICIO - GO,
210690,ELESBAO VELOSO - PI,
210700,CAMPO LIMPO DE GOIAS - GO,
210710,ELISEU MARTINS - PI,
210720,GAMELEIRA DE GOIAS - GO,
210730,ESPERANTINA - PI,
210740,"IPIRANGA DE GOIAS
- GO",
210750,FLORES DO PIAUI - PI,
210760,LAGOA SANTA - GO,
210770,FLORIANO - PI,
210780,BOM JESUS DO ARAGUAIA - MT,
210790,FRANCINOPOLIS - PI,
210800,COLNIZA - MT,
210810,FRANCISCO AYRES - PI,
210820,"CONQUISTA D’OESTE
- MT",
210830,"FRANCISCO SANTOS
- PI",
210840,CURVELANDIA - MT,
210850,FRONTEIRAS - PI,
210860,NOVA NAZARE - MT,
210870,GILBUES - PI,
210880,NOVA SANTA HELENA - MT,
210890,GUADALUPE - PI,
210900,NOVO SANTO ANTONIO - MT,
210910,HUGO NAPOLEAO - PI,
210920,RONDOLANDIA - MT,
210930,INHUMA - PI,
210940,SANTA CRUZ DO XINGU - MT,
210950,IPIRANGA DO PIAUI - PI,
210960,SANTA RITA DO TRIVELATO - MT,
210970,ISAIAS COELHO - PI,
210980,SANTO ANTONIO DO LESTE - MT,
210990,ITAINOPOLIS - PI,
211000,SERRA NOVA DOURADA - MT,
211010,ITAUEIRA - PI,
211020,VALE DE SÃO DOMINGOS - MT,
211030,JAICOS - PI,
211040,PAL D’ARCO DO PIAUI - PI,
211050,JERUMENHA - PI,
211070,JOAQUIM PIRES - PI,
211080,JUNDIA - RN,
211090,JOSE DE FREITAS - PI,
211100,BARROCAS - BA,
211110,LANDRI SALES - PI,
211120,LUIS EDUARDO MAGALHAES - BA,
211130,LUIS CORREIA - PI,
211140,GOVERNADOR LINDEMBERGUE - ES,
211150,LUZILANDIA - PI,
211160,MESQUITA - RJ,
211170,MANOEL EMIDIO - PI,
211180,ACEGUA - RS,
211190,MARCOS PARENTE - PI,
211200,ALMEIRANTE TAMANDARE DO SUL - RS,
211210,MATIAS OLIMPIO - PI,
211220,ARROIO DO PADRE - RS,
211230,MIGUEL ALVES - PI,
211240,BOA VISTA DO,
211240,BOA VISTA DOCADEADO - RS,
211250,MIGUEL LEAO - PI,
211260,BOA VISTA DO INCRA - RS,
211270,MONSENHOR GIL - PI,
211280,BOZANO - RS,
211290,MONSENHOR HIPOLITO - PI,
211300,CANUDOS DO VALE - RS,
211310,MONTE ALEGRE DO PIAUI - PI,
211320,CAPAO BONITO DO SUL - RS,
211330,NAZARE DO PIAUI - PI,
211340,CAPAO DO CIPO - RS,
211350,NOSSA SRA. DOS REMEDIOS - PI,
211360,COQUEIRO BAIXO - RS,
211370,NOVO ORIENTE DO PIAUI - PI,
211380,CORONEL PILAR - RS,
211390,OEIRAS - PI,
211400,CRUZALTENSE - RS,
211410,"DOMINGOS MOURAO
- PI",
211420,FORQUETINHA - RS,
211430,PADRE MARCOS - PI,
211440,ITATI - RS,
211450,PAES LANDIM - PI,
211460,JACUIZINHO - RS,
211470,"PALMEIRA DO PIAUI
- PI",
211480,LAGOA BONITA DO SUL - RS,
211490,PALMEIRAIS - PI,
211500,MATO QUEIMADO - RS,
211510,PARNAGUA - PI,
211520,NOVO XINGU - RS,
211530,PARNAIBA - PI,
211540,PAULO BENTO - RS,
211550,PAULISTANA - PI,
211560,PEDRAS ALTAS - RS,
211570,PEDRO II - PI,
211580,PINHAL DA SERRA - RS,
211590,PICOS - PI,
211600,PINTO BANDEIRA - RS,
211610,PIMENTEIRAS - PI,
211620,QUATRO IRMAOS - RS,
211630,PIO IX - PI,
211640,ROLADOR - RS,
211650,PIRACURUCA - PI,
211660,SANTA CECILIA DO SUL - RS,
211670,PIRIPIRI - PI,
211680,SANTA MARGARIDA DO SUL - RS,
211690,PORTO - PI,
211700,SÃO JOSE DO SUL - RS,
211710,PRATA DO PIAUI - PI,
211720,SÃO PEDRO DAS MISSOES - RS,
211730,REDENCAO DO GURGUEIA - PI,
211740,TIO HUGO - RS,
211750,REGENERACAO - PI,
211760,WESTFALIA - RS,
211770,RIBEIRO GONCALVES - PI,
211790,RIO GRANDE DO PIAUI - PI,
211810,SANTA CRUZ DO PIAUI - PI,
211830,SANTA FILOMENA - PI,
211850,SANTA LUZ - PI,
211870,SANTO ANTONIO DE LISBOA - PI,
211890,SANTO INACIO DO PIAUI - PI,
211910,"SAO FELIX DO PIAUI
- PI",
211930,SAO FRANCISCO DO PIAUI - PI,
211950,SAO GONCALO DO PIAUI - PI,
211970,"SAO JOAO DA SERRA
- PI",
211990,SAO JOAO DO PIAUI - PI,
212010,SAO JOSE DO PEIXE -,
212010,SAO JOSE DO PEIXE - PI,
212030,SAO JOSE DO PIAUI - PI,
212050,SAO JULIAO - PI,
212070,SAO MIGUEL DO TAPUIO - PI,
212090,"SAO PEDRO DO PIAUI
- PI",
212110,SAO RAIMUNDO NONATO - PI,
212130,SIMOES - PI,
212150,SIMPLICIO MENDES - PI,
212170,SOCORRO DO PIAUI - PI,
212190,TERESINA - PI,
212210,UNIAO - PI,
212230,URUCUI - PI,
212250,VALENCA DO PIAUI - PI,
212270,VARZEA GRANDE - PI,
212290,"DIRCEU ARCOVERDE
- PI",
212310,ACARAPE - CE,
212330,BANABUIU - CE,
212350,BARREIRA - CE,
212370,BARROQUINHA - CE,
212390,CHOROZINHO - CE,
212410,CROATA - CE,
212430,DEP. IRAPUAN PINHEIRO - CE,
212450,ERERE - CE,
212470,EUSEBIO - CE,
212490,GRACA - CE,
212510,GUAIUBA - CE,
212530,HORIZONTE - CE,
212550,IBARETAMA - CE,
212570,IBICUITINGA - CE,
212590,IPAPORANGA - CE,
212610,MADALENA - CE,
212630,MIRAIMA - CE,
212650,OCARA - CE,
212670,PINDORETAMA - CE,
212690,PIRES FERREIRA - CE,
212710,POTIRETAMA - CE,
212730,SALITRE - CE,
212750,TARRAFAS - CE,
212770,TEJUCUOCA - CE,
212790,TURURU - CE,
212810,ARAME - MA,
212830,"MIRANDA DO NORTE
- MA",
212850,SANTA LUZIA DO PARUA - MA,
212870,ZE DOCA - MA,
212890,DOM INOCENCIO - PI,
212910,SAO JOAO DA CANABRAVA - PI,
212930,PASSAGEM FRANCA DO PIAUI - PI,
212950,SANTA CRUZ DOS MILAGRES - PI,
212970,"BURITI DOS MONTES
- PI",
212990,CABECEIRAS DO PIAUI - PI,
213010,ABAIARA - CE,
213030,ACARAU - CE,
213050,ACOPIARA - CE,
213070,AIUABA - CE,
213090,ALCANTARAS - CE,
213110,ALTANEIRA - CE,
213130,ALTO SANTO - CE,
213150,ANTONINA DO NORTE - CE,
213170,APUIARES - CE,
213190,AQUIRAZ - CE,
213210,ARACATI - CE,
213230,ARACOIABA - CE,
213250,ARARIPE - CE,
213270,ARATUBA - CE,
213290,ARNEIROZ - CE,
213310,ASSARE - CE,
213330,AURORA - CE,
213350,BAIXIO - CE,
213370,BARBALHA - CE,
213390,BARRO - CE,
213410,BATURITE - CE,
213430,BEBERIBE - CE,
213450,BELA CRUZ - CE,
213470,BOA VIAGEM - CE,
213490,BREJO SANTO - CE,
213510,CAMOCIM - CE,
213530,CAMPOS SALES - CE,
213550,CANINDE - CE,
213570,CAPISTRANO - CE,
213590,CARIDADE - CE,
213610,CARIRE - CE,
213630,CARIRIACU - CE,
213650,CARIUS - CE,
213670,CARNAUBAL - CE,
213690,CASCAVEL - CE,
213710,CATARINA - CE,
213730,CAUCAIA - CE,
213750,CEDRO - CE,
213770,CHAVAL - CE,
213790,SIGEFREDO PACHECO - PI,
213810,COREAU - CE,
213830,CRATEUS - CE,
213850,CRATO - CE,
213870,FARIAS BRITO - CE,
213890,FORTALEZA - CE,
213910,FRECHEIRINHA - CE,
213930,GENERAL SAMPAIO - CE,
213950,GRANJA - CE,
213970,GRANJEIRO - CE,
213990,GROAIRAS - CE,
214010,GUARACIABA DO NORTE - CE,
214030,GUARAMIRANGA - CE,
214050,HIDROLANDIA - CE,
214070,IBIAPINA - CE,
214090,ICO - CE,
214110,IGUATU - CE,
214130,INDEPENDENCIA - CE,
214150,IPAUMIRIM - CE,
214170,IPU - CE,
214190,IPUEIRAS - CE,
214210,IRACEMA - CE,
214230,IRAUCUBA - CE,
214250,ITAICABA - CE,
214270,ITAPAGE - CE,
214290,ITAPIPOCA - CE,
214310,ITAPIUNA - CE,
214330,ITATIRA - CE,
214350,JAGUARETAMA - CE,
214370,JAGUARIBARA - CE,
214390,JAGUARIBE - CE,
214410,JAGUARUANA - CE,
214430,JARDIM - CE,
214450,JATI - CE,
214470,"JUAZEIRO DO NORTE
- CE",
214490,JUCAS - CE,
214510,LAVRAS DA MANGABEIRA - CE,
214530,"LIMOEIRO DO NORTE
- CE",
214550,MARANGUAPE - CE,
214570,MARCO - CE,
214590,MARTINOPOLE - CE,
214610,MASSAPE - CE,
214630,MAURITI - CE,
214650,MERUOCA - CE,
214670,MILAGRES - CE,
214690,MISSAO VELHA - CE,
214710,MOMBACA - CE,
214730,MONSENHOR TABOSA - CE,
214750,MORADA NOVA - CE,
214770,MORAUJO - CE,
214790,MORRINHOS - CE,
214810,MUCAMBO - CE,
214830,MULUNGU - CE,
214850,NOVA OLINDA - CE,
214870,NOVA RUSSAS - CE,
214890,NOVO ORIENTE - CE,
214910,OROS - CE,
214930,PACAJUS - CE,
214950,PACATUBA - CE,
214970,PACOTI - CE,
214990,PACUJA - CE,
215010,PALHANO - CE,
215030,PALMACIA - CE,
215050,PARACURU - CE,
215070,PARAMBU - CE,
215090,PARAMOTI - CE,
215110,PEDRA BRANCA - CE,
215130,PENAFORTE - CE,
215150,PENTECOSTE - CE,
215170,PEREIRO - CE,
215190,PIQUET CARNEIRO - CE,
215210,PORANGA - CE,
215230,PORTEIRAS - CE,
215250,POTENGI - CE,
215270,QUIXADA - CE,
215290,QUIXERAMOBIM - CE,
215310,QUIXERE - CE,
215330,REDENCAO - CE,
215350,RERIUTABA - CE,
215370,RUSSAS - CE,
215390,SABOEIRO - CE,
215410,SANTANA DO ACARAU - CE,
215430,"SANTANA DO CARIRI
- CE",
215450,SANTA QUITERIA - CE,
215470,SAO BENEDITO - CE,
215490,S. GONCALO DO AMARANTE - CE,
215510,SAO JOAO DO JAGUARIBE - CE,
215530,SAO LUIS DO CURU - CE,
215550,SENADOR POMPEU - CE,
215570,SENADOR SA - CE,
215590,SOBRAL - CE,
215610,SOLONOPOLE - CE,
215630,TABULEIRO DO NORTE - CE,
215650,TAMBORIL - CE,
215670,TAUA - CE,
215690,TIANGUA - CE,
215710,TRAIRI - CE,
215730,UBAJARA - CE,
215750,UMARI - CE,
215770,URUBURETAMA - CE,
215790,URUOCA - CE,
215810,VARZEA ALEGRE - CE,
215830,VICOSA DO CEARA - CE,
215850,MARACANAU - CE,
215870,AMONTADA - CE,
215890,CRUZ - CE,
215910,FORQUILHA - CE,
215930,ICAPUI - CE,
215950,ITAREMA - CE,
215970,MILHA - CE,
215990,PARAIPABA - CE,
216010,ACARI - RN,
216030,ASSU - RN,
216050,AFONSO BEZERRA - RN,
216070,AGUA NOVA - RN,
216090,ALEXANDRIA - RN,
216110,ALMINO AFONSO - RN,
216130,ALTO DO,
216130,ALTO DORODRIGUES - RN,
216150,ANGICOS - RN,
216170,ANTONIO MARTINS - RN,
216190,APODI - RN,
216210,AREIA BRANCA - RN,
216230,ARES - RN,
216250,CAMPO GRANDE - RN,
216270,BAIA FORMOSA - RN,
216290,BARCELONA - RN,
216310,BENTO FERNANDES - RN,
216330,BOM JESUS - RN,
216350,BREJINHO - RN,
216370,CAICARA DO RIO DO VENTO - RN,
216390,CAICO - RN,
216410,CAMPO REDONDO - RN,
216430,CANGUARETAMA - RN,
216450,CARAUBAS - RN,
216470,CARNAUBA DOS DANTAS - RN,
216490,CARNAUBAIS - RN,
216510,CEARA-MIRIM - RN,
216530,CERRO-CORA - RN,
216550,"CORONEL EZEQUIEL
- RN",
216570,CORONEL JOAO PESSOA - RN,
216590,CRUZETA - RN,
216610,CURRAIS NOVOS - RN,
216630,"DOUTOR SEVERIANO
- RN",
216650,ENCANTO - RN,
216670,EQUADOR - RN,
216690,ESPIRITO SANTO - RN,
216710,EXTREMOZ - RN,
216730,FELIPE GUERRA - RN,
216750,FLORANIA - RN,
216770,"FRANCISCO DANTAS
- RN",
216790,GALINHOS - RN,
216810,GOIANINHA - RN,
216830,GOV. DIX-SEPT ROSADO - RN,
216850,GROSSOS - RN,
216870,GUAMARE - RN,
216890,IELMO MARINHO - RN,
216910,IPANGUACU - RN,
216930,IPUEIRA - RN,
216950,ITAU - RN,
216970,JACANA - RN,
216990,JANDAIRA - RN,
217010,JANDUIS - RN,
217030,BOA SAUDE - RN,
217050,JAPI - RN,
217070,"JARDIM DE ANGICOS
- RN",
217090,JARDIM DE PIRANHAS - RN,
217110,JARDIM DO SERIDO - RN,
217130,JOAO CAMARA - RN,
217150,JOAO DIAS - RN,
217170,JOSE DA PENHA - RN,
217190,JUCURUTU - RN,
217210,MESSIAS TARGINO - RN,
217230,LAGOA D'ANTA - RN,
217250,LAGOA DE PEDRAS - RN,
217270,LAGOA DE VELHOS - RN,
217290,LAGOA NOVA - RN,
217310,LAGOA SALGADA - RN,
217330,LAJES - RN,
217350,LAJES PINTADAS - RN,
217370,LUCRECIA - RN,
217390,LUIS GOMES - RN,
217410,MACAIBA - RN,
217430,MACAU - RN,
217450,MARCELINO VIEIRA - RN,
217470,MARTINS - RN,
217490,MAXARANGUAPE - RN,
217510,FRUTUOSO GOMES - RN,
217530,MONTANHAS - RN,
217550,MONTE ALEGRE - RN,
217570,MONTE DAS GAMELEIRAS - RN,
217590,MOSSORO - RN,
217610,NATAL - RN,
217630,NISIA FLORESTA - RN,
217650,NOVA CRUZ - RN,
217670,OLHO D'AGUA DO BORGES - RN,
217690,OURO BRANCO - RN,
217710,PARANA - RN,
217730,ESPÍRITO SANTO DO OESTE - RN,
217750,PARAZINHO - RN,
217770,PARELHAS - RN,
217790,PARNAMIRIM - RN,
217810,PASSA E FICA - RN,
217830,PASSAGEM - RN,
217850,PATU - RN,
217870,PAU DOS FERROS - RN,
217890,PEDRA GRANDE - RN,
217910,PEDRA PRETA - RN,
217930,PEDRO AVELINO - RN,
217950,PEDRO VELHO - RN,
217970,PENDENCIAS - RN,
217990,PILOES - RN,
218010,POCO BRANCO - RN,
