id_orgao,orgao,link
218030,PORTALEGRE - RN,
218050,SERRA CAIADA - RN,
218070,PUREZA - RN,
218090,"RAFAEL FERNANDES
- RN",
218110,RIACHO DA CRUZ - RN,
218130,RIACHO DE SANTANA - RN,
218150,RIACHUELO - RN,
218170,RODOLFO FERNANDES - RN,
218190,RUY BARBOSA - RN,
218210,SAO FRANCISCO DO OESTE - RN,
218230,SANTA CRUZ - RN,
218250,SANTANA DO SERIDO - RN,
218270,"SANTANA DO MATOS
- RN",
218290,SANTO ANTONIO - RN,
218310,SAO BENTO DO NORTE - RN,
218330,SAO BENTO DO TRAIRI - RN,
218350,SAO FERNANDO - RN,
218370,S. GONCALO DO AMARANTE - RN,
218390,SAO JOAO DO SABUGI - RN,
218410,"SAO JOSE DE MIPIBU
- RN",
218430,SAO JOSE DO CAMPESTRE - RN,
218450,"SAO JOSE DO SERIDO
- RN",
218470,SAO MIGUEL - RN,
218490,SAO PAULO DO POTENGI - RN,
218510,SAO PEDRO - RN,
218530,SAO RAFAEL - RN,
218550,SAO TOME - RN,
218570,SAO VICENTE - RN,
218590,SENADOR ELOI DE SOUZA - RN,
218610,SEN. GEORGINO AVELINO - RN,
218630,SERRA DE SAO BENTO - RN,
218650,SERRA NEGRA DO NORTE - RN,
218670,SERRINHA - RN,
218690,SEVERIANO MELO - RN,
218710,SITIO NOVO - RN,
218730,"TABOLEIRO GRANDE
- RN",
218750,TAIPU - RN,
218770,TANGARA - RN,
218790,TENENTE ANANIAS - RN,
218810,TIBAU DO SUL - RN,
218830,TIMBAUBA DOS BATISTAS - RN,
218850,TOUROS - RN,
218870,UMARIZAL - RN,
218890,UPANEMA - RN,
218910,VARZEA - RN,
218930,RAFAEL GODEIRO - RN,
218950,VERA CRUZ - RN,
218970,VICOSA - RN,
218990,VILA FLOR - RN,
219010,AGUA BRANCA - PB,
219030,AGUIAR - PB,
219050,ALAGOA GRANDE - PB,
219070,ALAGOA NOVA - PB,
219090,ALAGOINHA - PB,
219110,ALHANDRA - PB,
219130,SAO JOAO DO RIO DO PEIXE - PB,
219150,ARACAGI - PB,
219170,ARARA - PB,
219190,ARARUNA - PB,
219210,AREIA - PB,
219230,AREIAL - PB,
219250,AROEIRAS - PB,
219270,SERRA DO MEL - RN,
219290,BAIA DA TRAICAO - PB,
219310,BANANEIRAS - PB,
219330,BARRA DE SANTA ROSA - PB,
219350,BARRA DE SAO MIGUEL - PB,
219370,BAYEUX - PB,
219390,BELEM - PB,
219410,BELEM DO BREJO DO CRUZ - PB,
219430,BOA VENTURA - PB,
219450,BOM JESUS - PB,
219470,BOM SUCESSO - PB,
219490,BONITO DE SANTA FE - PB,
219510,BOQUEIRAO - PB,
219530,IGUARACY - PB,
219550,BORBOREMA - PB,
219570,BREJO DO CRUZ - PB,
219590,BREJO DOS SANTOS - PB,
219610,CAAPORA - PB,
219630,CABACEIRAS - PB,
219650,CABEDELO - PB,
219670,CACHOEIRA DOS INDIOS - PB,
219690,CACIMBA DE AREIA - PB,
219710,CACIMBA DE DENTRO - PB,
219730,CAICARA - PB,
219750,CAJAZEIRAS - PB,
219770,CALDAS BRANDAO - PB,
219790,CAMALAU - PB,
219810,CAMPINA GRANDE - PB,
219830,CARRAPATEIRA - PB,
219850,CATINGUEIRA - PB,
219870,CATOLE DO ROCHA - PB,
219890,CONCEICAO - PB,
219910,CONDADO - PB,
219930,CONDE - PB,
219950,CONGO - PB,
219970,COREMAS - PB,
219990,CRUZ DO ESPIRITO SANTO - PB,
220010,CUBATI - PB,
220030,CUITE - PB,
220050,CUITEGI - PB,
220070,CURRAL VELHO - PB,
220090,DESTERRO - PB,
220110,VISTA SERRANA - PB,
220130,DIAMANTE - PB,
220150,DONA INES - PB,
220170,DUAS ESTRADAS - PB,
220190,EMAS - PB,
220210,ESPERANCA - PB,
220230,FAGUNDES - PB,
220250,FREI MARTINHO - PB,
220270,GUARABIRA - PB,
220290,GURINHEM - PB,
220310,GURJAO - PB,
220330,IBIARA - PB,
220350,IMACULADA - PB,
220370,INGA - PB,
220390,ITABAIANA - PB,
220410,ITAPORANGA - PB,
220430,ITAPOROROCA - PB,
220450,ITATUBA - PB,
220470,JACARAU - PB,
220490,JERICO - PB,
220510,JOAO PESSOA - PB,
220530,JUAREZ TAVORA - PB,
220550,JUAZEIRINHO - PB,
220570,JUNCO DO SERIDO - PB,
220590,JURIPIRANGA - PB,
220610,JURU - PB,
220630,LAGOA - PB,
220650,LAGOA DE DENTRO - PB,
220670,LAGOA SECA - PB,
220690,LASTRO - PB,
220710,LIVRAMENTO - PB,
220730,LUCENA - PB,
220750,MAE D'AGUA - PB,
220770,MALTA - PB,
220790,MAMANGUAPE - PB,
220810,MANAIRA - PB,
220830,MARI - PB,
220850,MASSARANDUBA - PB,
220870,MATARACA - PB,
220890,MOGEIRO - PB,
220910,MONTADAS - PB,
220930,MONTE HOREBE - PB,
220950,MONTEIRO - PB,
220970,MULUNGU - PB,
220990,NATUBA - PB,
221010,NAZAREZINHO - PB,
221030,NOVA FLORESTA - PB,
221050,NOVA OLINDA - PB,
221070,NOVA PALMEIRA - PB,
221090,OLHO D'AGUA - PB,
221110,OLIVEDOS - PB,
221130,OURO VELHO - PB,
221150,PASSAGEM - PB,
221170,PATOS - PB,
221190,PAULISTA - PB,
221210,PEDRA BRANCA - PB,
221230,PEDRA LAVRADA - PB,
221250,PEDRAS DE FOGO - PB,
221270,PIANCO - PB,
221290,PICUI - PB,
221310,PILAR - PB,
221330,PILOES - PB,
221350,PILOEZINHOS - PB,
221370,PIRPIRITUBA - PB,
221390,PITIMBU - PB,
221410,POCINHOS - PB,
221430,POMBAL - PB,
221450,PRATA - PB,
221470,PRINCESA ISABEL -,
221470,PRINCESA ISABEL - PB,
221490,PUXINANA - PB,
221510,QUEIMADAS - PB,
221530,QUIXABA - PB,
221550,REMIGIO - PB,
221570,RIACHO DOS CAVALOS - PB,
221590,RIO TINTO - PB,
221610,SALGADINHO - PB,
221630,SALGADO DE SAO FELIX - PB,
221650,SANTA CRUZ - PB,
221670,SANTA HELENA - PB,
221690,SANTA LUZIA - PB,
221710,SANTANA DE MANGUEIRA - PB,
221730,SANTANA DOS GARROTES - PB,
221750,SANTA RITA - PB,
221770,SANTA TERESINHA - PB,
221790,SAO BENTO - PB,
221810,"SAO JOAO DO CARIRI
- PB",
221830,"SAO JOAO DO TIGRE
- PB",
221850,S. JOSE DA LAGOA TAPADA - PB,
221870,SAO JOSE DE CAIANA - PB,
221890,SAO JOSE DE ESPINHARAS - PB,
221910,SAO JOSE DE PIRANHAS - PB,
221930,SAO JOSE DO BONFIM - PB,
221950,"SAO JOSE DO SABUGI
- PB",
221970,SAO JOSE DOS CORDEIROS - PB,
221990,SAO MAMEDE - PB,
222010,SAO MIGUEL DE TAIPU - PB,
222030,S.  SEBASTIAO DE LAGOA DE ROCA - PB,
222050,SÃO SEBASTIAO DO UMBUZEIRO - PB,
222070,SAPE - PB,
222090,SERIDO - PB,
222110,SERRA BRANCA - PB,
222130,SERRA DA RAIZ - PB,
222150,SERRA GRANDE - PB,
222170,SERRA REDONDA - PB,
222190,SERRARIA - PB,
222210,SOLANEA - PB,
222230,SOLEDADE - PB,
222250,SOUSA - PB,
222270,SUME - PB,
222290,"CAMPO DE SANTANA
- PB",
222310,TAPEROA - PB,
222330,TAVARES - PB,
222350,TEIXEIRA - PB,
222370,TRIUNFO - PB,
222390,UIRAUNA - PB,
222410,UMBUZEIRO - PB,
222430,VARZEA - PB,
222450,BAIXA GRANDE DO RIBEIRO - PI,
222470,CANAVIEIRA - PI,
222490,COLONIA DO GURGUEIA - PI,
222510,BONFIM DO PIAUI - PI,
222530,COLONIA DO PIAUI - PI,
222550,"CORONEL JOSE DIAS
- PI",
222570,FARTURA DO PIAUI - PI,
222590,LAGOA DO BARRO DO PIAUI - PI,
222610,SANTA ROSA DO PIAUI - PI,
222630,SAO BRAZ DO PIAUI - PI,
222650,SAO LOURENCO DO PIAUI - PI,
222670,VARZEA BRANCA - PI,
222690,"ALEGRETE DO PIAUI
- PI",
222710,CALDEIRAO GRANDE DO PIAUI - PI,
222730,JACOBINA DO PIAUI - PI,
222750,MARCOLANDIA - PI,
222770,PATOS DO PIAUI - PI,
222790,QUEIMADA NOVA -,
222790,QUEIMADA NOVA - PI,
222810,SANTANA DO PIAUI - PI,
222830,BRASILEIRA - PI,
222850,"SAO JOSE DO DIVINO
- PI",
222870,BOM PRINCIPIO DO PIAUI - PI,
222890,LAGOA DO CARRO - PE,
222910,"VERTENTE DO LERIO
- PE",
222930,XEXEU - PE,
222950,JUCATI - PE,
222970,SANTA CRUZ - PE,
222990,DORMENTES - PE,
223010,AFOGADOS DA INGAZEIRA - PE,
223030,AFRANIO - PE,
223050,AGRESTINA - PE,
223070,AGUA PRETA - PE,
223090,AGUAS BELAS - PE,
223110,ALAGOINHA - PE,
223130,ALIANCA - PE,
223150,ALTINHO - PE,
223170,AMARAJI - PE,
223190,ANGELIM - PE,
223210,ARARIPINA - PE,
223230,ARCOVERDE - PE,
223250,BARRA DE GUABIRABA - PE,
223270,BARREIROS - PE,
223290,BELEM DE MARIA - PE,
223310,BELEM DE SAO FRANCISCO - PE,
223330,BELO JARDIM - PE,
223350,BETANIA - PE,
223370,BEZERROS - PE,
223390,BODOCO - PE,
223410,BOM CONSELHO - PE,
223430,BOM JARDIM - PE,
223450,BONITO - PE,
223470,BREJAO - PE,
223490,BREJINHO - PE,
223510,BREJO DA MADRE DE DEUS - PE,
223530,BUENOS AIRES - PE,
223550,BUIQUE - PE,
223570,CABO DE SANTO AGOSTINHO - PE,
223590,CABROBO - PE,
223610,CACHOEIRINHA - PE,
223630,CAETES - PE,
223650,CALCADO - PE,
223670,CALUMBI - PE,
223690,CAMOCIM DE SAO FELIX - PE,
223710,CAMUTANGA - PE,
223730,CANHOTINHO - PE,
223750,CAPOEIRAS - PE,
223770,CARNAIBA - PE,
223790,CARPINA - PE,
223810,CARUARU - PE,
223830,CATENDE - PE,
223850,CEDRO - PE,
223870,CHA DE ALEGRIA - PE,
223890,CHA GRANDE - PE,
223910,CONDADO - PE,
223930,CORRENTES - PE,
223950,CORTES - PE,
223970,CUMARU - PE,
223990,CUPIRA - PE,
224010,CUSTODIA - PE,
224030,ESCADA - PE,
224050,EXU - PE,
224070,FEIRA NOVA - PE,
224090,FERREIROS - PE,
224110,FLORES - PE,
224130,FLORESTA - PE,
224150,FREI MIGUELINHO - PE,
224170,GAMELEIRA - PE,
224190,GARANHUNS - PE,
224210,GLORIA DO GOITA - PE,
224230,GOIANA - PE,
224250,GRANITO - PE,
224270,GRAVATA - PE,
224290,IATI - PE,
224310,IBIMIRIM - PE,
224330,IBIRAJUBA - PE,
224350,IGARASSU - PE,
224370,IGUARACI - PE,
224390,INAJA - PE,
224410,INGAZEIRA - PE,
224430,IPOJUCA - PE,
224450,IPUBI - PE,
224470,ITACURUBA - PE,
224490,ITAIBA - PE,
224510,ITAMARACA - PE,
224530,ITAPETIM - PE,
224550,ITAQUITINGA - PE,
224570,JABOATAO DOS GUARARAPES - PE,
224590,JATAUBA - PE,
224610,JOAO ALFREDO - PE,
224630,JOAQUIM NABUCO - PE,
224650,JUPI - PE,
224670,JUREMA - PE,
224690,"LAGOA DO ITAENGA
- PE",
224710,LAGOA DO OURO - PE,
224730,LAGOA DOS GATOS - PE,
224750,LAJEDO - PE,
224770,LIMOEIRO - PE,
224790,MACAPARANA - PE,
224810,MACHADOS - PE,
224830,MARAIAL - PE,
224850,MIRANDIBA - PE,
224870,MORENO - PE,
224890,NAZARE DA MATA - PE,
224910,OLINDA - PE,
224930,OROBO - PE,
224950,OROCO - PE,
224970,OURICURI - PE,
224990,PALMARES - PE,
225010,PALMEIRINA - PE,
225030,PANELAS - PE,
225050,PARANATAMA - PE,
225070,PARNAMIRIM - PE,
225090,PASSIRA - PE,
225110,PAUDALHO - PE,
225130,PAULISTA - PE,
225150,PEDRA - PE,
225170,PESQUEIRA - PE,
225190,PETROLANDIA - PE,
225210,PETROLINA - PE,
225230,POCAO - PE,
225250,POMBOS - PE,
225270,PRIMAVERA - PE,
225290,QUIPAPA - PE,
225310,RECIFE - PE,
225330,"RIACHO DAS ALMAS
- PE",
225350,RIBEIRAO - PE,
225370,RIO FORMOSO - PE,
225390,SAIRE - PE,
225410,SALGADINHO - PE,
225430,SALGUEIRO - PE,
225450,SALOA - PE,
225470,SANHARO - PE,
225490,STA. CRUZ DO CAPIBARIBE - PE,
225510,SANTA MARIA DA BOA VISTA - PE,
225530,SANTA MARIA DO CAMBUCA - PE,
225550,SANTA TEREZINHA - PE,
225570,SAO BENEDITO DO SUL - PE,
225590,"SAO BENTO DO UNA
- PE",
225610,SAO CAITANO - PE,
225630,SAO JOAO - PE,
225650,SAO JOAQUIM DO MONTE - PE,
225670,S. JOSE DA COROA GRANDE - PE,
225690,SAO JOSE DO BELMONTE - PE,
225710,SAO JOSE DO EGITO - PE,
225730,SAO LOURENCO DA MATA - PE,
225750,SAO VICENTE FERRER - PE,
225770,SERRA TALHADA - PE,
225790,SERRITA - PE,
225810,SERTANIA - PE,
225830,SIRINHAEM - PE,
225850,MOREILÂNDIA - PE,
225870,SOLIDAO - PE,
225890,SURUBIM - PE,
225910,TABIRA - PE,
225930,TACAIMBO - PE,
225950,TACARATU - PE,
225970,ITAMBE - PE,
225990,TAQUARITINGA DO,
225990,TAQUARITINGA DONORTE - PE,
226010,TEREZINHA - PE,
226030,TERRA NOVA - PE,
226050,TIMBAUBA - PE,
226070,TORITAMA - PE,
226090,TRACUNHAEM - PE,
226110,TRINDADE - PE,
226130,TRIUNFO - PE,
226150,TUPANATINGA - PE,
226170,TUPARETAMA - PE,
226190,VENTUROSA - PE,
226210,VERDEJANTE - PE,
226230,VERTENTES - PE,
226250,VICENCIA - PE,
226270,VITORIA DE SANTO ANTAO - PE,
226290,CAMARAGIBE - PE,
226310,ABREU E LIMA - PE,
226330,ITAPISSUMA - PE,
226350,CARNAUBEIRA DA PENHA - PE,
226370,QUIXABA - PE,
226390,STA. CRUZ DA BAIXA VERDE - PE,
226410,PARIPUEIRA - AL,
226430,ESTRELA DE ALAGOAS - AL,
226450,PARICONHA - AL,
226470,SANTANA DO S. FRANCISCO - SE,
226490,SAO JOSE DA LAPA - MG,
226510,CAPITAO ANDRADE - MG,
226530,CATUJI - MG,
226550,JAMPRUCA - MG,
226570,DIVISOPOLIS - MG,
226590,MATA VERDE - MG,
226610,PALMOPOLIS - MG,
226630,ENTRE-FOLHAS - MG,
226650,IPABA - MG,
226670,SANTA BARBARA DO LESTE - MG,
226690,SANTA RITA DE MINAS - MG,
226710,UBAPORANGA - MG,
226730,SANTANA DO PARAISO - MG,
226750,DURANDE - MG,
226770,SAO JOAO DO MANHUACU - MG,
226790,SAO JOAO DO MANTENINHA - MG,
226810,ALFREDO VASCONCELOS - MG,
226830,FERVEDOURO - MG,
226850,CARNEIRINHO - MG,
226870,LIMEIRA DO OESTE - MG,
226890,SENADOR AMARAL - MG,
226910,JUATUBA - MG,
226930,ICARAI DE MINAS - MG,
226950,LONTRA - MG,
226970,MONTEZUMA - MG,
226990,URUCUIA - MG,
227010,AGUA BRANCA - AL,
227030,ANADIA - AL,
227050,ARAPIRACA - AL,
227070,ATALAIA - AL,
227090,BARRA DE SANTO ANTONIO - AL,
227110,BARRA DE SAO MIGUEL - AL,
227130,BATALHA - AL,
227150,BELEM - AL,
227170,BELO MONTE - AL,
227190,BOCA DA MATA - AL,
227210,BRANQUINHA - AL,
227230,CACIMBINHAS - AL,
227250,CAJUEIRO - AL,
227270,CAMPO ALEGRE - AL,
227290,CAMPO GRANDE - AL,
227310,CANAPI - AL,
227330,CAPELA - AL,
227350,CARNEIROS - AL,
227370,CHA PRETA - AL,
227390,COITE DO NOIA - AL,
227410,COLONIA LEOPOLDINA - AL,
227430,COQUEIRO SECO - AL,
227450,CORURIPE - AL,
227470,DELMIRO GOUVEIA - AL,
227490,DOIS RIACHOS - AL,
227510,FEIRA GRANDE - AL,
227530,FELIZ DESERTO - AL,
227550,FLEXEIRAS - AL,
227570,GIRAU DO PONCIANO - AL,
227590,IBATEGUARA - AL,
227610,IGACI - AL,
227630,IGREJA NOVA - AL,
227650,INHAPI - AL,
227670,JACARE DOS HOMENS - AL,
227690,JACUIPE - AL,
227710,JAPARATINGA - AL,
227730,JARAMATAIA - AL,
227750,JOAQUIM GOMES - AL,
227770,JUNDIA - AL,
227790,JUNQUEIRO - AL,
227810,LAGOA DA CANOA - AL,
227830,LIMOEIRO DE ANADIA - AL,
227850,MACEIO - AL,
227870,MAJOR ISIDORO - AL,
227890,MARAGOGI - AL,
227910,MARAVILHA - AL,
227930,MARECHAL DEODORO - AL,
227950,MARIBONDO - AL,
227970,MAR VERMELHO - AL,
227990,MATA GRANDE - AL,
228010,MATRIZ DE CAMARAGIBE - AL,
228030,MESSIAS - AL,
228050,MINADOR DO NEGRAO - AL,
228070,MONTEIROPOLIS - AL,
228090,MURICI - AL,
228110,NOVO LINO - AL,
228130,OLHO D'AGUA DAS FLORES - AL,
228150,OLHO D'AGUA DO CASADO - AL,
228170,OLHO D'AGUA GRANDE - AL,
228190,OLIVENCA - AL,
228210,OURO BRANCO - AL,
228230,PALESTINA - AL,
228250,PALMEIRA DOS INDIOS - AL,
228270,PAO DE ACUCAR - AL,
228290,PASSO DE CAMARAGIBE - AL,
228310,PAULO JACINTO - AL,
228330,PENEDO - AL,
228350,PIACABUCU - AL,
228370,PILAR - AL,
228390,PINDOBA - AL,
228410,PIRANHAS - AL,
228430,POCO DAS TRINCHEIRAS - AL,
228450,PORTO CALVO - AL,
228470,PORTO DE PEDRAS - AL,
228490,PORTO REAL DO COLEGIO - AL,
228510,QUEBRANGULO - AL,
228530,RIO LARGO - AL,
228550,ROTEIRO - AL,
228570,SANTA LUZIA DO NORTE - AL,
228590,SANTANA DO IPANEMA - AL,
228610,SANTANA DO MUNDAU - AL,
228630,SAO BRAS - AL,
228650,SAO JOSE DA LAJE - AL,
228670,SAO JOSE DA TAPERA - AL,
228690,SAO LUIS DO QUITUNDE - AL,
228710,SAO MIGUEL DOS CAMPOS - AL,
228730,SAO MIGUEL DOS MILAGRES - AL,
228750,SAO SEBASTIAO - AL,
228770,SATUBA - AL,
228790,TANQUE D'ARCA - AL,
228810,TAQUARANA - AL,
228830,TRAIPU - AL,
228850,UNIAO DOS PALMARES - AL,
228870,VICOSA - AL,
228890,CRAIBAS - AL,
228910,SENADOR RUI PALMEIRA - AL,
228930,JAIBA - MG,
228950,MAMONAS - MG,
228970,MATIAS CARDOSO - MG,
228990,PEDRAS DE MARIA DA CRUZ - MG,
229010,RIACHINHO - MG,
229030,ARAPORA - MG,
229050,LAGOA GRANDE - MG,
229070,GUAPIMIRIM - RJ,
229090,BELFORD ROXO - RJ,
229110,QUEIMADOS - RJ,
229130,JAPERI - RJ,
229150,CARDOSO MOREIRA - RJ,
229170,VARRE-SAI - RJ,
229190,APERIBE - RJ,
229210,RIO DAS OSTRAS - RJ,
229230,QUATIS - RJ,
229250,AREAL - RJ,
229270,COMEND. LEVY GASPARIAN - RJ,
229290,MARECHAL FLORIANO - ES,
229310,IRUPI - ES,
229330,SAO DOMINGOS DO NORTE - ES,
229350,VILA PAVAO - ES,
229370,LOURDES - SP,
229390,SANTO ANTONIO DO ARACANGUA - SP,
229410,SAO JOAO DE IRACEMA - SP,
229430,ILHA SOLTEIRA - SP,
229450,SUZANOPOLIS - SP,
229470,CANITAR - SP,
229490,ENGENHEIRO COELHO - SP,
229510,HORTOLANDIA - SP,
229530,HOLAMBRA - SP,
229550,TUIUTI - SP,
229570,VARGEM - SP,
229590,ESTIVA GERBI - SP,
229610,EMILIANOPOLIS - SP,
229630,PEDRINHAS PAULISTA - SP,
229650,BERTIOGA - SP,
229670,CAJATI - SP,
229690,ILHA COMPRIDA - SP,
229710,UBARANA - SP,
229730,ZACARIAS - SP,
229750,ELISIARIO - SP,
229770,MARAPOAMA - SP,
229790,NOVAIS - SP,
229810,ASPASIA - SP,
229830,MESOPOLIS - SP,
229850,NOVA CANAA PAULISTA - SP,
229870,PONTALINDA - SP,
229890,PARISI - SP,
229910,ARAPEI - SP,
229930,POTIM - SP,
229950,ALAMBARI - SP,
229970,BARRA DO CHAPEU - SP,
229990,CAMPINA DO MONTE ALEGRE - SP,
230010,FERNANDO DE NORONHA - PE,
230030,BARAUNA - RN,
230050,MUQUEM DO S. FRANCISCO - BA,
230070,NOVA FATIMA - BA,
230090,NOVA IBIA - BA,
230110,NOVA REDENCAO - BA,
230130,NOVO HORIZONTE - BA,
230150,NOVO TRIUNFO - BA,
230170,OUROLANDIA - BA,
230190,PIRAI DO NORTE - BA,
230210,PONTO NOVO - BA,
230230,PRES. TANCREDO NEVES - BA,
230250,QUIXABEIRA - BA,
230270,"RIBEIRAO DO LARGO
- BA",
230290,SAO DOMINGOS - BA,
230310,SAO FELIX DO CORIBE - BA,
230330,SAO JOSE DO JACUIPE - BA,
230350,SAO JOSE DA VITORIA - BA,
230370,SAUBARA - BA,
230390,"SERRA DO RAMALHO
- BA",
230410,SITIO DO MATO - BA,
230430,SITIO DO QUINTO -,
230430,SITIO DO QUINTO - BA,
230450,SOBRADINHO - BA,
230470,UMBURANAS - BA,
230490,VARZEDO - BA,
230510,VEREDA - BA,
230530,ITAOCA - SP,
230550,ITAPIRAPUA PAULISTA - SP,
230570,RIBEIRAO GRANDE - SP,
230590,BOM SUCESSO DE ITARARE - SP,
230610,NOVA CAMPINA - SP,
230630,TAQUARIVAI - SP,
230650,ALUMINIO - SP,
230670,ARACARIGUAMA - SP,
230690,JUSSARI - BA,
230710,"AMERICA DOURADA
- BA",
230730,ARATACA - BA,
230750,BARRO ALTO - BA,
230790,BURITIRAMA - BA,
230810,CAPELA DO ALTO ALEGRE - BA,
230830,CAPIM GROSSO - BA,
230850,CANUDOS - BA,
230870,DIAS D'AVILA - BA,
230890,FATIMA - BA,
230910,FILADELFIA - BA,
230930,GAVIAO - BA,
230950,GUAJERU - BA,
230970,HELIOPOLIS - BA,
230990,JOAO DOURADO - BA,
231010,AMPARO DE S. FRANCISCO - SE,
231030,AQUIDABA - SE,
231050,ARACAJU - SE,
231070,ARAUA - SE,
231090,AREIA BRANCA - SE,
231110,BARRA DOS COQUEIROS - SE,
231130,BREJO GRANDE - SE,
231150,BOQUIM - SE,
231170,EUNAPOLIS - BA,
231190,CAMPO DO BRITO - SE,
231210,CANHOBA - SE,
231230,CANINDE DE S. FRANCISCO - SE,
231250,CAPELA - SE,
231270,CARIRA - SE,
231290,CARMOPOLIS - SE,
231310,"CEDRO DE SAO JOAO
- SE",
231330,CRISTINAPOLIS - SE,
231350,NOSSA SRA. APARECIDA - SE,
231370,CUMBE - SE,
231390,DIVINA PASTORA - SE,
231410,ESTANCIA - SE,
231430,FEIRA NOVA - SE,
231450,FREI PAULO - SE,
231470,"GENERAL MAYNARD
- SE",
231490,GARARU - SE,
231510,"GRACCHO CARDOSO
- SE",
231530,ILHA DAS FLORES - SE,
231550,INDIAROBA - SE,
231570,ITABAIANA - SE,
231590,ITABAIANINHA - SE,
231610,ITABI - SE,
231630,ITAPORANGA D'AJUDA - SE,
231650,JAPARATUBA - SE,
231670,JAPOATA - SE,
231690,LAGARTO - SE,
231710,LARANJEIRAS - SE,
231730,MACAMBIRA - SE,
231750,"MALHADA DOS BOIS
- SE",
231770,MALHADOR - SE,
231790,MARUIM - SE,
231810,MOITA BONITA - SE,
231830,MONTE ALEGRE DE SERGIPE - SE,
231850,MURIBECA - SE,
231870,NEOPOLIS - SE,
231890,NOSSA SRA. DA GLORIA - SE,
231910,NOSSA SRA. DAS DORES - SE,
231930,NOSSA SRA. DE LOURDES - SE,
231950,NOSSA SRA. DO SOCORRO - SE,
231970,PACATUBA - SE,
231990,PEDRA MOLE - SE,
232010,PEDRINHAS - SE,
232030,PINHAO - SE,
232050,PIRAMBU - SE,
232070,POCO REDONDO - SE,
232090,POCO VERDE - SE,
232110,PORTO DA FOLHA - SE,
232130,PROPRIA - SE,
232150,RIACHAO DO DANTAS - SE,
232170,RIACHUELO - SE,
232190,RIBEIROPOLIS - SE,
232210,"ROSARIO DO CATETE
- SE",
232230,SALGADO - SE,
232250,SANTA LUZIA DO ITANHY - SE,
232270,TORRE DE PEDRA - SP,
232290,SANTA ROSA DE LIMA - SE,
232310,SANTO AMARO DAS BROTAS - SE,
232330,SAO CRISTOVAO - SE,
232350,SAO DOMINGOS - SE,
232370,SAO FRANCISCO - SE,
232390,SAO MIGUEL DO ALEIXO - SE,
232410,SIMAO DIAS - SE,
232430,SIRIRI - SE,
232450,TELHA - SE,
232470,TOBIAS BARRETO - SE,
232490,TOMAR DO GERU - SE,
232510,UMBAUBA - SE,
232530,ADUSTINA - BA,
232550,ANDORINHA - BA,
232570,APUAREMA - BA,
232590,ARACAS - BA,
232610,BANZAE - BA,
232630,BOM JESUS DA SERRA - BA,
232650,BONITO - BA,
232670,CABACEIRAS DO PARAGUACU - BA,
232690,CAETANOS - BA,
232710,CARAIBAS - BA,
232730,CATURAMA - BA,
232750,FEIRA DA MATA - BA,
232770,IGRAPIUNA - BA,
232790,ITABELA - BA,
232810,ITAGUACU DA BAHIA - BA,
232830,ITATIM - BA,
232850,IUIU - BA,
232870,JUCURUCU - BA,
232890,LAGOA REAL - BA,
232910,LAGEDO DO TABOCAL - BA,
232930,MADRE DE DEUS - BA,
232950,MATINA - BA,
232970,MIRANTE - BA,
232990,MULUNGU DO MORRO - BA,
233010,ABAIRA - BA,
233030,ABARE - BA,
233050,ACAJUTIBA - BA,
233070,AGUA FRIA - BA,
233090,ERICO CARDOSO - BA,
233110,AIQUARA - BA,
233130,ALAGOINHAS - BA,
233150,ALCOBACA - BA,
233170,ALMADINA - BA,
233190,AMARGOSA - BA,
233210,"AMELIA RODRIGUES
- BA",
233230,ANAGE - BA,
233250,ANDARAI - BA,
233270,ANGICAL - BA,
233290,ANGUERA - BA,
233310,ANTAS - BA,
233330,ANTONIO CARDOSO - BA,
233350,ANTONIO GONCALVES - BA,
233370,APORA - BA,
233390,ARACATU - BA,
233410,ARACI - BA,
233430,ARAMARI - BA,
233450,ARATUIPE - BA,
233470,AURELINO LEAL - BA,
233490,BAIANOPOLIS - BA,
233510,BAIXA GRANDE - BA,
233530,BARRA - BA,
233550,BARRA DA ESTIVA - BA,
233570,BARRA DO CHOCA - BA,
233590,BARRA DO MENDES - BA,
233610,BARRA DO ROCHA - BA,
233630,BARREIRAS - BA,
233650,BARRO PRETO - BA,
233670,BELMONTE - BA,
233690,BELO CAMPO - BA,
233710,BIRITINGA - BA,
233730,BOA NOVA - BA,
233750,BOA VISTA DO TUPIM - BA,
233770,"BOM JESUS DA LAPA
- BA",
233790,BONINAL - BA,
233810,BOQUIRA - BA,
233830,BOTUPORA - BA,
233850,BREJOES - BA,
233870,BREJOLANDIA - BA,
233890,BROTAS DE MACAUBAS - BA,
233910,BRUMADO - BA,
233930,BUERAREMA - BA,
233950,CAATIBA - BA,
233970,CACHOEIRA - BA,
233990,CACULE - BA,
234010,CAEM - BA,
234030,CAETITE - BA,
234050,CAFARNAUM - BA,
234070,CAIRU - BA,
234090,"CALDEIRAO GRANDE
- BA",
234110,CAMACAN - BA,
234130,CAMACARI - BA,
234150,CAMAMU - BA,
234170,CAMPO ALEGRE DE LOURDES - BA,
234190,CAMPO FORMOSO - BA,
234210,CANAPOLIS - BA,
234230,CANARANA - BA,
234250,CANAVIEIRAS - BA,
234270,CANDEAL - BA,
234290,CANDEIAS - BA,
234310,CANDIBA - BA,
234330,CANDIDO SALES - BA,
234350,CANSANCAO - BA,
234370,CARAVELAS - BA,
234390,CARDEAL DA SILVA - BA,
